02114, 043814, Boston              , MA , 284,  227 ,      0 ,  3707 ,     0 ,   0 ,  16 ,   8 ,   1 ,0 ,0 ,1 ,   0 ,   0 ,   0
02114, 043014, Boston              , MA ,1005,    0 , 504125 , 34214 , 27830 ,   0 ,   2 , 504 , 271 ,1 ,1 ,0 , 519 , 289 , 303
02115, 021514, Boston              , MA , 710,    0 , 421456 , 37745 , 25796 ,   0 ,   0 , 461 , 458 ,1 ,1 ,0 , 437 , 372 , 169
02120, 046014, Boston              , MA , 219,    0 ,  47036 ,  7829 ,  9163 ,   6 ,  18 , 663 , 463 ,1 ,0 ,0 , 618 , 410 ,  51
02135, 062014, Boston              , MA , 391,    0 ,      0 , 14594 ,  8852 ,   7 ,  13 ,  82 ,  49 ,1 ,1 ,0 ,  80 ,  47 ,  77
02138, 078014, Cambridge           , MA , 290,    0 ,  72061 , 11767 ,  7426 ,   0 ,   0 ,  78 ,  51 ,1 ,0 ,0 , 101 ,  53 , 103
02154, 209014, Waltham             , MA , 275,    0 , 118791 ,  8788 ,  6473 ,   1 ,  15 ,  51 ,  30 ,1 ,0 ,0 ,  52 ,  32 ,  68
02162, 153014, Newton              , MA , 321,    0 ,  66061 , 17475 ,  9375 ,   0 ,   0 , 104 ,  93 ,1 ,1 ,0 , 102 ,  60 , 109
02169, 174014, Quincy              , MA , 293,    0 ,      0 ,  9092 ,  4460 ,   2 ,   3 ,  61 ,  42 ,0 ,1 ,0 ,  75 ,  31 , 127
02176, 134014, Melrose             , MA , 243,    0 ,  44010 , 10662 ,  8973 ,   3 ,   3 ,  42 ,  36 ,0 ,0 ,0 ,  51 ,  34 ,  81
02184, 059514, Braintree           , MA , 154,  154 , 160456 ,  2148 ,   142 ,  77 ,  79 ,   0 ,   0 ,1 ,0 ,1 ,   0 ,   0 ,   0
02190, 190014, South Weymouth      , MA , 312,    0 ,  83609 , 16154 , 10041 ,  93 ,  99 , 105 ,  66 ,0 ,1 ,0 , 100 ,  70 , 137
02215, 017014, Boston              , MA , 504,    0 , 159632 , 29739 , 14337 ,  31 ,  34 , 181 ,  67 ,1 ,1 ,0 , 197 ,  81 , 171
02401, 063114, Brockton            , MA , 275,    0 ,  37989 ,  7920 ,  5288 ,  13 ,  13 ,  59 ,  24 ,0 ,0 ,0 ,  52 ,  48 ,  68
02402, 063014, Brockton            , MA , 301,    0 ,  35297 , 11707 ,  5798 ,  37 ,  37 ,  56 ,  47 ,1 ,0 ,0 ,  59 ,  64 ,  73
02540, 092314, Falmouth            , MA , 127,    0 ,  36500 ,  5463 ,  3225 ,   0 ,   1 ,  54 ,  23 ,0 ,0 ,0 ,  56 ,  50 ,  69
02601, 113014, Hyannis             , MA , 258,    0 ,  66361 , 12968 ,  6762 ,   0 ,   0 , 163 ,  38 ,1 ,0 ,0 , 157 ,  40 , 141
02720, 090514, Fall River          , MA , 324,    0 ,   7836 , 12499 , 12082 , 272 , 466 ,  96 , 131 ,0 ,0 ,0 , 114 , 130 , 108
02740, 146014, New Bedford         , MA , 390,    0 ,  76937 , 17099 , 14290 ,   0 ,   0 , 136 ,  88 ,0 ,0 ,0 , 123 ,  97 , 149
02780, 200014, Taunton             , MA , 198,    0 ,  13510 ,  7178 ,  5939 ,   3 ,   3 ,  48 ,  33 ,0 ,0 ,0 ,  53 ,  55 ,  68
02840, 008015, Newport             , RI , 200,   32 ,  36291 ,  7039 ,  4123 ,   3 ,   5 ,  60 ,  35 ,0 ,0 ,1 ,  50 ,  32 ,  59
02886, 021515, Warwick             , RI , 359,    0 ,  59871 , 15646 , 17045 ,  13 ,  19 , 127 ,  84 ,0 ,0 ,0 , 117 , 100 , 153
02895, 023015, Woonsocket          , RI , 215,    0 ,  71061 ,  8239 ,  6091 ,   0 ,   0 ,  92 ,  51 ,0 ,0 ,0 ,  91 ,  71 , 100
02903, 015015, Providence          , RI , 719,   17 ,  83109 , 30503 , 18253 ,   1 ,   2 , 229 , 126 ,1 ,1 ,1 , 257 , 194 , 232
02906, 013015, Providence          , RI , 247,    0 ,  10792 , 11049 ,  9723 ,   0 ,   0 , 113 ,  91 ,1 ,0 ,0 ,  96 , 100 ,  68
02907, 009115, Providence          , RI ,  54,   20 ,   1261 ,  1021 ,     0 ,   0 ,   0 ,  86 ,  91 ,1 ,0 ,1 , 102 , 119 , 106
02908, 016015, Providence          , RI , 238,    0 ,  32259 ,  7520 ,  4823 ,   8 ,   8 ,  65 ,  31 ,1 ,0 ,0 ,  86 ,  47 ,  82
03060, 030012, Nashua              , NH , 218,    0 ,  76730 ,  7609 ,  5116 ,   4 ,   4 ,  39 ,  27 ,0 ,1 ,0 ,  41 ,  29 ,  70
03079, 039012, Salem               , NH , 102,  102 ,  41231 ,  1031 ,     0 ,  27 ,  45 ,   0 ,   0 ,0 ,0 ,1 ,   0 ,   0 ,   0
03102, 022512, Manchester          , NH , 292,   27 ,  90158 ,  9913 ,  5703 ,   7 ,   7 ,  57 ,  35 ,0 ,0 ,1 ,  68 ,  41 ,  75
03103, 024012, Manchester          , NH , 302,    0 ,  61309 , 12689 ,  6988 ,  13 ,  13 ,  60 ,  50 ,0 ,1 ,0 ,  48 ,  36 ,  97
03301, 003012, Concord             , NH , 229,    0 ,  56579 , 11484 ,  9015 ,   6 ,   6 , 144 , 105 ,0 ,1 ,0 , 144 , 127 , 102
03570, 001012, Berlin              , NH ,  92,    0 ,  32764 ,  2395 ,  1616 ,   7 ,   8 ,  10 ,   4 ,0 ,1 ,0 ,  12 ,   0 ,  19
03756, 017012, Lebanon             , NH , 397,    0 , 304879 , 17767 , 10175 ,  27 ,  46 , 164 , 109 ,1 ,0 ,0 , 207 , 108 ,  88
03801, 036012, Portsmouth          , NH , 114,    0 ,  56257 ,  6050 ,  4431 ,  62 ,  69 ,  66 ,  83 ,0 ,0 ,0 ,  68 ,  69 ,  42
03820, 008012, Dover               , NH , 130,    0 ,  59926 ,  6310 ,  4452 ,   4 ,   4 ,  58 ,  41 ,0 ,1 ,0 ,  40 ,  41 ,  64
03833, 011012, Exeter              , NH , 100,    0 ,  41365 ,  5301 ,  4588 ,  76 , 144 ,  56 ,  23 ,0 ,1 ,0 ,  72 ,  26 ,  63
04005, 014011, Biddeford           , ME , 150,    0 ,  44236 ,  5141 ,  6424 ,  25 ,  26 ,  59 ,  55 ,0 ,0 ,0 ,  56 ,  50 ,  53
04101, 044011, Portland            , ME , 200,    0 ,  55300 ,  7542 ,  6023 ,   2 ,   2 ,  64 ,  93 ,1 ,0 ,0 ,  87 ,  87 ,  63
04102, 043011, Portland            , ME , 598,   36 ,  87946 , 23898 , 20865 , 184 , 395 , 222 , 138 ,1 ,1 ,1 , 213 , 134 , 152
04102, 044511, Portland            , ME ,  80,   80 ,   7279 ,   850 ,     0 ,   7 ,  10 ,   0 ,   0 ,0 ,0 ,1 ,   0 ,   0 ,   0
04102, 906511, Portland            , ME , 122,    0 ,  36938 ,  4903 ,  4392 ,   6 ,   6 ,  63 ,  41 ,0 ,0 ,0 ,  40 ,  50 ,  36
04240, 037011, Lewiston            , ME , 250,   12 , 107297 ,  9203 ,  5503 ,   1 ,   1 ,  66 ,  46 ,1 ,0 ,1 ,  91 ,  47 ,  62
04330, 054011, Togus               , ME , 296,    0 , 104494 ,  4385 ,  1328 ,  90 , 144 ,  19 ,  14 ,1 ,0 ,0 ,  18 ,  13 ,   9
04330, 001011, Augusta             , ME , 136,    0 ,  86152 ,  6233 ,  7828 , 115 , 134 ,  47 ,  42 ,1 ,0 ,0 ,  59 ,  44 , 104
04401, 007011, Bangor              , ME ,  96,    0 ,  28212 ,  3425 ,  7542 ,  73 , 123 ,  69 ,  83 ,0 ,0 ,0 ,  85 ,  79 ,  57
04401, 005011, Bangor              , ME , 382,   17 , 209296 , 14902 , 10456 ,  97 ,  99 , 162 , 113 ,1 ,1 ,1 , 169 , 109 , 150
04605, 026011, Ellsworth           , ME ,  64,    0 ,  22115 ,  2382 ,  1623 ,  57 ,  83 ,  24 ,  11 ,0 ,0 ,0 ,  31 ,  16 ,  30
04901, 055511, Waterville          , ME , 236,   25 , 263189 ,  7891 ,  6748 ,   3 ,   3 ,  66 ,  56 ,1 ,0 ,1 ,  65 ,  70 ,  52
05401, 009213, Burlington          , VT , 492,   40 ,  48373 , 21329 , 11738 ,   1 ,   1 , 163 , 142 ,1 ,1 ,1 , 174 , 143 , 143
05701, 021013, Rutland             , VT , 188,    0 ,  58594 ,  8555 ,  4897 ,  48 ,  78 ,  97 ,  58 ,0 ,0 ,0 , 107 ,  62 ,  83
05819, 022513, St Johnsbury        , VT ,  77,    0 ,   9269 ,  2629 ,  2203 ,  69 , 119 ,  52 ,  40 ,0 ,0 ,0 ,  45 ,  42 ,  32
06010, 007016, Bristol             , CT , 181,    0 , 110788 ,  8069 ,  8887 ,  63 ,  65 ,  40 ,  43 ,1 ,0 ,0 ,  46 ,  47 ,  79
06030, 021516, Farmington          , CT , 276,    0 ,  12012 ,  5849 ,  4157 ,  46 ,  93 ,  81 ,  31 ,1 ,0 ,0 ,  52 ,  29 ,  63
06040, 028016, Manchester          , CT , 231,    0 ,  65864 ,  8669 ,  6560 ,   0 ,   1 ,  75 ,  53 ,0 ,0 ,0 ,  67 ,  64 ,  98
06052, 036016, New Britain         , CT , 338,    0 , 124654 , 13688 , 11650 ,  35 ,  35 ,  98 , 104 ,1 ,1 ,0 , 111 , 127 , 137
06105, 025016, Hartford            , CT , 553,    9 , 211514 , 20688 , 13037 ,  96 , 172 , 148 , 104 ,1 ,1 ,1 , 183 , 113 , 185
06112, 024016, Hartford            , CT , 155,   10 ,  53398 ,  7530 ,  6426 ,   1 ,   1 ,  38 ,  24 ,1 ,0 ,1 ,  54 ,  39 ,  57
06115, 021016, Hartford            , CT , 850,    0 , 109036 , 34021 , 35727 ,  46 ,  64 , 374 , 321 ,1 ,1 ,0 , 393 , 307 , 276
06260, 058016, Putnam              , CT , 124,    0 , 198111 ,  4647 ,  3041 ,   2 ,   2 ,  34 ,  37 ,0 ,0 ,0 ,  46 ,  33 ,  43
06320, 048016, New London          , CT , 308,   14 , 136667 , 11706 , 11303 , 151 , 165 , 140 ,  95 ,0 ,0 ,1 , 123 , 136 , 102
06360, 056016, Norwich             , CT , 213,    0 ,  78936 ,  9283 ,  7581 ,   0 ,  10 ,  91 ,  67 ,0 ,0 ,0 ,  94 ,  71 ,  69
06451, 031016, Meriden             , CT , 140,    0 ,  19574 ,  7489 , 10148 ,   0 ,   0 ,  98 ,  44 ,0 ,0 ,0 ,  69 ,  76 , 113
06457, 034016, Middletown          , CT , 226,    0 , 280855 ,  9863 , 11447 ,   0 ,   0 , 124 ,  98 ,1 ,1 ,0 , 161 ,  90 , 154
06510, 040016, New Haven           , CT , 786,   12 , 700744 , 30386 , 17257 ,   1 ,   1 , 129 ,  97 ,1 ,1 ,1 , 159 ,  51 , 243
06511, 041016, New Haven           , CT , 489,   12 , 114299 , 17301 , 14390 ,   0 ,   0 , 176 , 205 ,1 ,0 ,1 , 198 , 168 , 236
06606, 006016, Bridgeport          , CT , 391,    0 ,  23174 , 14270 ,  9726 ,   3 ,   9 ,  89 ,  57 ,1 ,0 ,0 , 129 ,  92 , 170
06610, 002016, Bridgeport          , CT , 475,   13 ,  63656 , 17424 , 10940 ,   0 ,   0 , 154 , 112 ,1 ,0 ,1 , 147 , 124 , 137
06706, 074016, Waterbury           , CT , 306,    0 , 105316 , 12830 ,  7119 ,  61 ,  61 ,  96 ,  81 ,1 ,0 ,0 , 108 ,  58 ,  91
06708, 075016, Waterbury           , CT , 322,    0 ,  16044 , 11664 ,  9457 ,  75 ,  94 , 247 , 144 ,1 ,0 ,0 , 244 , 127 , 104
06790, 071016, Torrington          , CT , 168,    0 , 117386 ,  6280 ,  5460 ,  16 ,  22 ,  75 ,  35 ,0 ,0 ,0 ,  51 ,  34 ,  52
06810, 010016, Danbury             , CT , 406,   14 , 135167 , 17067 , 10177 ,   0 ,   0 , 158 , 128 ,1 ,1 ,1 , 173 ,  96 , 163
06830, 016016, Greenwich           , CT , 176,    0 , 120476 ,  7932 ,  9922 ,   0 ,   0 ,  98 ,  64 ,1 ,0 ,0 , 128 ,  83 ,  82
06856, 053016, Norwalk             , CT , 320,   18 ,  48556 , 11935 , 11185 , 118 , 166 , 126 ,  47 ,1 ,0 ,1 , 145 ,  80 , 127
06902, 067016, Stamford            , CT , 190,   27 ,  28007 ,  5099 ,  6950 ,  36 ,  48 ,  49 ,  24 ,1 ,0 ,1 ,  47 ,  16 ,  56
06902, 069016, Stamford            , CT , 282,    0 ,  74566 , 10613 ,  7040 ,  14 ,  22 ,  49 ,  14 ,1 ,0 ,0 ,  73 ,  23 ,  48
07039, 080022, Livingston          , NJ , 705,    0 ,  12190 , 24467 , 14013 ,  65 ,  65 , 162 ,  48 ,1 ,0 ,0 , 200 ,  50 , 123
07042, 065022, Montclair           , NJ , 369,    0 ,  68171 , 13784 , 13258 ,   6 ,   8 , 154 ,  60 ,1 ,0 ,0 , 152 ,  62 , 126
07050, 101722, Orange              , NJ , 316,    0 ,  90654 ,  9770 ,  6630 ,   0 ,   0 , 154 , 113 ,1 ,0 ,0 , 136 ,  96 ,  40
07052, 161522, West Orange         , NJ ,  78,   78 ,      0 ,   925 ,     0 ,  32 ,  40 ,   0 ,   0 ,1 ,0 ,1 ,   0 ,   0 ,   0
07055, 106022, Passaic             , NJ , 303,    0 ,  45783 , 14712 ,  7884 ,   0 ,  41 ,  65 ,  44 ,0 ,0 ,0 ,  63 ,  60 ,  74
07061, 116022, Plainfield          , NJ , 396,    0 , 145662 , 14626 ,  9132 ,   0 ,  15 ,  97 ,  31 ,1 ,0 ,0 , 104 ,  39 ,  90
07065, 121022, Rahway              , NJ , 298,    0 ,  85722 , 10086 ,  7455 ,   1 ,   1 ,  43 ,  14 ,0 ,0 ,0 ,  40 ,  17 ,  82
07083, 152822, Union               , NJ , 201,    0 ,  53399 ,  7144 ,  5008 ,   8 ,  30 ,  41 ,  42 ,0 ,0 ,0 ,  51 ,  50 ,  68
07103, 078522, Newark              , NJ , 518,    0 , 249535 , 16202 ,  6246 ,  12 ,  18 ,  22 ,   8 ,1 ,1 ,0 ,  18 ,   5 ,  91
07306, 042022, Jersey City         , NJ , 402,    0 , 287866 , 13392 ,  7188 ,  63 ,  63 ,  53 ,  16 ,0 ,0 ,0 ,  64 ,  30 ,  57
07444, 117522, Pompton Plains      , NJ , 270,    0 ,  38371 ,  9692 , 10354 ,  15 ,  17 ,  60 ,  36 ,0 ,0 ,0 ,  63 ,  33 ,  98
07450, 123522, Ridgewood           , NJ , 421,    0 ,  61638 , 25009 , 14477 ,  43 ,  84 , 206 , 169 ,0 ,0 ,0 , 216 , 167 , 153
07503, 112022, Paterson            , NJ , 546,    0 ,  23585 , 20540 ,  9391 ,   0 ,   2 ,  69 ,  47 ,1 ,1 ,0 ,  69 ,  32 ,  88
07601, 036022, Hackensack          , NJ , 530,    0 , 603278 , 24734 , 16684 ,  18 ,  48 , 196 , 197 ,1 ,1 ,0 , 239 , 158 , 198
07631, 028022, Englewood           , NJ , 520,    0 , 196639 , 16999 , 11047 ,  18 ,  26 , 103 ,  32 ,1 ,0 ,0 , 102 ,  33 , 140
07666, 139022, Teaneck             , NJ , 370,    0 ,  89142 , 14410 ,  7503 ,   1 ,   1 , 107 ,  50 ,1 ,0 ,0 , 110 ,  75 , 105
07675, 161822, Westwood            , NJ , 296,    0 ,  92224 , 15764 ,  7653 , 119 , 120 ,  76 ,  48 ,0 ,0 ,0 ,  83 ,  68 , 117
07701, 122022, Red Bank            , NJ , 476,    0 ,  70985 , 17373 , 14355 ,  14 ,  14 , 122 ,  83 ,0 ,0 ,0 , 131 ,  77 , 114
07728, 032222, Freehold            , NJ , 240,    0 , 111129 , 11926 ,  7900 ,  92 ,  97 ,  73 ,  18 ,0 ,0 ,0 ,  75 ,  24 ,  88
07733, 039522, Holmdel             , NJ , 218,    0 ,  15900 ,  8016 ,  5551 ,   0 ,   1 ,  37 ,  10 ,0 ,0 ,0 ,  65 ,  18 ,  84
07740, 056022, Long Branch         , NJ , 449,    0 , 190137 , 18929 , 13853 ,  40 ,  40 , 114 ,  57 ,1 ,0 ,0 , 108 ,  71 ,  93
07753, 074022, Neptune             , NJ , 466,    0 , 166775 , 19269 ,  9384 ,   6 ,   6 , 110 ,  80 ,1 ,1 ,0 , 134 ,  75 , 142
07801, 023022, Dover               , NJ , 324,    0 ,  42405 , 10255 , 10158 ,  71 ,  74 ,  78 ,  40 ,0 ,0 ,0 ,  76 ,  44 ,  81
07834, 022522, Denville            , NJ , 296,    0 ,  72875 , 11049 ,  7709 ,  78 ,  79 ,  83 ,  52 ,0 ,0 ,0 ,  77 ,  60 ,  86
07901, 137022, Summit              , NJ , 602,    0 , 293116 , 20985 , 22374 ,  52 ,  54 , 205 ,  95 ,1 ,0 ,0 , 183 ,  99 , 181
07930, 021822, Chester             , NJ ,  72,   72 ,   8333 ,   746 ,     0 ,  47 ,  47 ,   0 ,   0 ,0 ,0 ,1 ,   0 ,   0 ,   0
07960, 068022, Morristown          , NJ , 523,    0 ,      0 , 21416 , 17498 , 367 , 845 , 182 , 118 ,1 ,1 ,0 , 168 , 116 , 173
08043, 160022, Voorhees            , NJ , 246,    0 ,  38690 , 15153 ,  6363 ,   0 ,   0 , 185 , 184 ,1 ,0 ,0 , 181 , 176 , 181
08060, 073022, Mount Holly         , NJ , 369,    0 ,  69337 , 16000 ,  7486 ,   0 ,   0 , 107 ,  98 ,1 ,0 ,0 , 116 , 112 , 120
08084, 135222, Stratford           , NJ , 236,    0 ,   6360 ,  8220 ,  7366 ,   0 ,   0 , 116 ,  92 ,0 ,0 ,0 , 129 ,  88 , 181
08096, 163022, Woodbury            , NJ , 339,    0 , 108864 , 12676 ,  8353 ,  32 ,  36 ,  93 ,  83 ,1 ,0 ,0 ,  86 ,  80 ,  92
08401, 004022, Atlantic City       , NJ , 325,    0 ,  25970 , 10206 ,  3081 ,   0 ,   0 , 126 ,  58 ,1 ,1 ,0 , 119 ,  54 , 168
08540, 119022, Princeton           , NJ , 413,    0 ,  22525 , 14056 ,  9305 , 288 , 362 , 110 ,  48 ,1 ,0 ,0 , 128 ,  61 , 108
08618, 143022, Trenton             , NJ , 344,    0 , 118376 , 13484 ,  9387 ,  23 ,  28 ,  76 ,  76 ,0 ,0 ,0 ,  75 ,  85 ,  67
08629, 148022, Trenton             , NJ , 388,    0 ,  39750 , 13958 , 12106 ,   0 ,   1 ,  60 ,  26 ,1 ,0 ,0 ,  58 ,  51 ,  80
08648, 054222, Lawrenceville       , NJ ,  86,   86 ,      0 ,   977 ,     0 ,  50 ,  58 ,   0 ,   0 ,0 ,0 ,1 ,   0 ,   0 ,   0
08690, 149022, Trenton             , NJ , 166,    0 ,  45797 ,  4879 ,  5871 ,   2 ,   2 ,  50 ,  30 ,0 ,0 ,0 ,  47 ,  30 ,  49
08701, 054022, Lakewood            , NJ , 345,    0 ,  77965 , 12315 ,  7325 ,   0 ,   2 , 113 ,  32 ,0 ,0 ,0 ,  95 ,  41 , 134
08742, 117022, Point Pleasant      , NJ , 330,    0 ,  19345 , 11328 , 11385 ,  42 ,  42 , 121 ,  60 ,0 ,0 ,0 , 139 ,  53 , 139
08753, 139522, Toms River          , NJ , 499,    0 , 376878 , 19053 , 16775 ,   0 ,   0 , 179 , 105 ,0 ,0 ,0 , 194 , 110 , 252
08820, 023522, Edison              , NJ , 416,    0 ,   1906 , 19412 , 21082 , 153 , 189 , 138 , 140 ,1 ,0 ,0 , 144 , 132 , 130
08822, 029522, Flemington          , NJ , 182,    0 , 134991 ,  7443 ,  5214 ,  54 ,  55 ,  59 ,  24 ,1 ,0 ,0 ,  65 ,  24 ,  58
08901, 092022, New Brunswick       , NJ , 381,    0 , 116622 , 17039 , 10864 ,  67 ,  84 , 199 , 150 ,1 ,1 ,0 , 193 , 114 , 102
08901, 095022, New Brunswick       , NJ , 443,    0 ,  78421 , 23244 , 13585 ,  65 ,  71 ,  54 ,  72 ,1 ,0 ,0 ,  92 ,  83 , 102
10003, 289021, New York            , NY , 220,   26 ,      0 ,  5954 ,  9500 , 818 ,1885 , 793 , 617 ,1 ,0 ,1 , 768 , 590 , 146
10003, 272021, New York            , NY , 493,    0 ,  44542 , 12345 ,  8910 ,  62 ,  62 ,  80 ,  47 ,1 ,0 ,0 ,  65 ,  49 ,  52
10003, 265521, New York            , NY , 962,   28 , 721546 , 37662 , 23860 ,   0 ,   0 ,  69 , 155 ,1 ,0 ,1 , 107 , 219 , 109
10011, 347021, New York            , NY , 788,   32 , 209145 , 22316 ,  7772 ,  26 ,  29 , 108 ,  49 ,1 ,1 ,1 ,  97 ,  44 , 138
10016, 292521, New York            , NY , 726,    0 ,  58263 , 26029 , 20128 ,  49 ,  49 , 132 ,  76 ,1 ,0 ,0 , 150 ,  77 , 104
10021, 351021, New York            , NY ,1048,    0 , 181245 , 37126 , 22203 ,  20 ,  24 ,  80 ,   0 ,1 ,1 ,0 ,  75 ,   0 , 179
10021, 306021, New York            , NY , 565,    0 ,      0 , 18653 , 13468 ,  11 ,  11 ,  62 ,  19 ,1 ,0 ,0 ,  67 ,  24 ,  37
10021, 290021, New York            , NY , 192,    0 ,      0 ,  6333 ,  6314 ,   0 ,   1 ,1421 , 840 ,1 ,0 ,0 ,1373 , 727 , 149
10021, 299021, New York            , NY , 634,    0 , 133578 , 28164 , 15022 ,   0 ,   0 , 178 ,  68 ,1 ,0 ,0 , 173 ,  77 , 154
10025, 333521, New York            , NY , 788,    0 ,      0 , 26215 ,  2363 , 180 , 339 , 126 ,  45 ,1 ,0 ,0 , 133 ,  48 , 237
10029, 314021, New York            , NY ,1071,   36 , 284564 , 39630 , 28659 ,  58 ,  62 , 245 ,  68 ,1 ,0 ,1 , 233 ,  70 , 191
10032, 332021, New York            , NY ,1314,   41 ,      0 , 41493 , 22314 ,   0 ,   7 , 239 , 155 ,1 ,0 ,1 , 232 , 119 , 212
10128, 274021, New York            , NY , 212,    0 ,   9275 ,  7803 , 10523 , 108 , 193 , 102 , 284 ,0 ,0 ,0 ,   0 ,   0 ,   0
10305, 474021, Staten Island       , NY , 431,   48 ,      0 , 19568 , 11924 ,   4 ,   4 , 101 ,  91 ,1 ,1 ,1 , 106 ,  83 , 157
10457, 267E21, Bronx               , NY , 430,    0 ,      0 , 15544 ,  4906 ,  60 ,  96 ,  21 ,  12 ,1 ,0 ,0 ,  25 ,  12 ,  22
10467, 310021, Bronx               , NY ,1248,    0 ,      0 , 24057 , 21100 ,1000 ,1512 , 268 , 157 ,1 ,0 ,0 , 265 , 143 , 309
10467, 039521, Bronx               , NY , 378,   25 , 186630 , 12425 ,  2695 ,   6 ,   8 ,  11 ,   3 ,1 ,0 ,1 ,  15 ,   3 ,  22
10512, 120021, Carmel              , NY , 164,    0 ,      0 ,  5819 ,  4127 ,  28 ,  42 ,  47 ,  45 ,0 ,0 ,0 ,  83 ,  52 ,  65
10549, 250021, Mount Kisco         , NY , 259,    0 ,  48561 , 11287 ,  5836 , 169 , 253 ,  79 ,  36 ,0 ,0 ,0 ,  71 ,  46 ,  82
10573, 404021, Port Chester        , NY , 294,    0 ,      0 ,  8511 ,  6421 ,   0 ,   1 ,  53 ,  30 ,0 ,0 ,0 ,  39 ,  22 ,  84
10595, 515021, Valhalla            , NY , 638,   18 , 151612 , 20019 , 17750 ,  80 ,  82 ,  55 ,  26 ,1 ,1 ,1 ,  45 ,  31 ,  54
10601, 533021, White Plains        , NY , 301,    0 ,   6435 , 11374 , 12420 ,   0 ,   0 , 113 ,  51 ,0 ,0 ,0 , 124 ,  61 , 121
10605, 531521, White Plains        , NY , 150,  150 ,  13642 ,  1397 ,     0 ,   0 ,   9 ,   0 ,   0 ,1 ,0 ,1 ,   0 ,   0 ,   0
